"persona_id","account_name","name","role","role_label","batch","experience","years_in_pool_world","tech_comfort","urgency","device","connection","accessibility_need","language","current_workflow","company_size","primary_goal","completed_first_value","wow_moment","time_to_value_seconds","ease_score","clarity_score","trust_score","usefulness_score","use_again_score","pain_points","positive_signals","simulated_feedback","evidence_type","persistence"
"DEMO-TEST-SL-TECH-205","DEMO TEST Service Tech 205","Cameron Garcia","tech","Service Tech","3","21+ years","33","2","3","Android","good","none","English","texting a senior tech","2-5","save visit proof","true","true","76.4","77.2","82","80.3","89.4","88.2","no_cross_device_team_history_without_optional_identity|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-206","DEMO TEST Service Tech 206","Riley Walker","tech","Service Tech","3","2-5 years","4","1","2","desktop","good","low vision","Spanish-first","texting a senior tech","51+","save visit proof","true","true","68.1","68","63.8","67","84.9","81.9","dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-207","DEMO TEST Service Tech 207","Morgan Kim","tech","Service Tech","3","0-1 years","0","2","2","iPhone","good","none","English/Spanish","Google search","6-20","save visit proof","true","true","56.2","79.6","75.4","81.7","88.9","88.2","language_choice_not_part_of_first_use_role_step|no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-208","DEMO TEST Service Tech 208","Alex Miller","tech","Service Tech","3","0-1 years","1","4","1","Android","good","none","English","Google search","6-20","identify an equipment code","true","true","47.2","93.2","88.6","80.2","93.6","90.9","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-209","DEMO TEST Service Tech 209","Taylor Brooks","tech","Service Tech","3","2-5 years","4","5","5","iPhone","good","none","English","manufacturer manuals","51+","identify an equipment code","false","false","65.6","91.8","89.5","80.3","79.5","71.8","","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. I needed a clearer next best action.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-210","DEMO TEST Service Tech 210","Drew Reed","tech","Service Tech","3","0-1 years","1","3","5","tablet or rugged device","spotty","none","English","texting a senior tech","51+","save visit proof","true","true","76.4","86.4","84","68.6","91.6","86.7","no_cross_device_team_history_without_optional_identity|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-211","DEMO TEST Service Tech 211","Taylor Kim","tech","Service Tech","3","6-10 years","6","5","3","Android","good","limited dexterity","English","manufacturer manuals","51+","identify an equipment code","true","true","61.2","83.1","83.1","82","90.8","89.5","some_secondary_controls_are_smaller_than_primary_field_actions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is some secondary controls are smaller than primary field actions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-212","DEMO TEST Service Tech 212","Taylor Garcia","tech","Service Tech","3","6-10 years","9","1","1","desktop","good","none","English/Spanish","Google search","21-50","calculate a field dose","true","true","61.7","87.9","79.7","80.7","91.2","89.5","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-213","DEMO TEST Service Tech 213","Jamie Reed","tech","Service Tech","3","11-20 years","14","1","4","Android","good","high cognitive load","Spanish-first","memory and photos","2-5","identify an equipment code","true","true","80.5","54.9","65.3","77","82.5","82.9","too_many_tools_visible_after_role_choice|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-214","DEMO TEST Service Tech 214","Jordan Kim","tech","Service Tech","3","21+ years","34","3","3","desktop","spotty","high cognitive load","English","paper notes","6-20","save visit proof","true","false","64.8","80.9","80.9","87.2","76","71.2","too_many_tools_visible_after_role_choice|no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-215","DEMO TEST Service Tech 215","Morgan Garcia","tech","Service Tech","3","6-10 years","9","2","2","Android","good","high cognitive load","English","texting a senior tech","solo","identify an equipment code","true","true","69.3","72.6","79.6","69.1","88.2","84.6","too_many_tools_visible_after_role_choice","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-216","DEMO TEST Service Tech 216","Cameron Diaz","tech","Service Tech","3","6-10 years","6","1","3","Android","good","high cognitive load","English","CRM plus manuals","6-20","avoid a wrong part order","true","true","74.7","68.4","78.3","67.1","87.1","83.4","role_opens_code_lookup_before_partsnap|too_many_tools_visible_after_role_choice","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-217","DEMO TEST Service Tech 217","Cameron Reed","tech","Service Tech","3","21+ years","23","2","2","tablet or rugged device","good","none","English","manufacturer manuals","21-50","save visit proof","false","false","68.2","83.5","89.1","86.3","77.8","72.1","no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-218","DEMO TEST Service Tech 218","Morgan Garcia","tech","Service Tech","3","6-10 years","6","5","5","iPhone","offline-first","none","English","memory and photos","21-50","prepare a senior-tech packet","true","false","76.5","88.5","84.8","67","78.1","67.5","value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-219","DEMO TEST Service Tech 219","Casey Kim","tech","Service Tech","3","21+ years","33","4","5","iPhone","offline-first","low vision","Spanish-first","Google search","solo","avoid a wrong part order","true","false","72.9","74","67.3","82.4","72.6","67.8","role_opens_code_lookup_before_partsnap|dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-220","DEMO TEST Service Tech 220","Riley Brooks","tech","Service Tech","3","11-20 years","13","1","3","desktop","good","high cognitive load","English","paper notes","solo","prepare a senior-tech packet","true","false","81.8","72.9","68.8","73.3","72.6","65.5","too_many_tools_visible_after_role_choice|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-221","DEMO TEST Service Tech 221","Riley Nguyen","tech","Service Tech","3","0-1 years","1","3","5","tablet or rugged device","good","screen reader","Spanish-first","memory and photos","solo","save visit proof","true","true","63","75.6","72.9","67.1","87.8","83.8","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-222","DEMO TEST Service Tech 222","Cameron Miller","tech","Service Tech","3","0-1 years","1","5","1","iPhone","offline-first","none","English","paper notes","6-20","save visit proof","true","true","46.8","90","87.3","75.4","92.8","89.2","no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-223","DEMO TEST Service Tech 223","Jordan Johnson","tech","Service Tech","3","2-5 years","3","4","5","desktop","good","none","Spanish-first","paper notes","2-5","save visit proof","true","true","58.8","81.3","80.1","66.3","90","85.1","language_choice_not_part_of_first_use_role_step|no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-224","DEMO TEST Service Tech 224","Morgan Nguyen","tech","Service Tech","3","2-5 years","3","1","5","Android","offline-first","screen reader","English","manufacturer manuals","2-5","prepare a senior-tech packet","true","true","72.5","66.4","76.2","80.5","86.4","86.3","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-225","DEMO TEST Service Tech 225","Jamie Johnson","tech","Service Tech","3","2-5 years","5","2","5","tablet or rugged device","good","low vision","Spanish-first","CRM plus manuals","6-20","identify an equipment code","false","false","92.5","63.8","63.7","72.6","70","63.7","dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-226","DEMO TEST Service Tech 226","Cameron Johnson","tech","Service Tech","3","11-20 years","14","2","3","Android","spotty","low vision","English","Google search","21-50","identify an equipment code","true","true","85.9","69.8","77.1","67","87.2","83.5","dense_small_supporting_copy|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-227","DEMO TEST Service Tech 227","Casey Garcia","tech","Service Tech","3","21+ years","23","4","3","desktop","spotty","high cognitive load","English/Spanish","Google search","21-50","calculate a field dose","true","true","65","86.2","71.8","81.4","89.7","88.7","too_many_tools_visible_after_role_choice|language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-228","DEMO TEST Service Tech 228","Jordan Kim","tech","Service Tech","3","21+ years","27","2","2","iPhone","good","none","Spanish-first","CRM plus manuals","21-50","prepare a senior-tech packet","true","true","70.5","72.8","71.4","86.6","87","88.2","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-229","DEMO TEST Service Tech 229","Alex Garcia","tech","Service Tech","3","11-20 years","16","4","4","tablet or rugged device","good","none","English","manufacturer manuals","21-50","avoid a wrong part order","false","false","57.1","91.9","78.3","72.1","77.8","68.6","role_opens_code_lookup_before_partsnap","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-230","DEMO TEST Service Tech 230","Riley Reed","tech","Service Tech","3","11-20 years","11","2","4","tablet or rugged device","good","none","English","CRM plus manuals","6-20","avoid a wrong part order","true","true","71.8","84.4","78.1","74","90.3","87.2","role_opens_code_lookup_before_partsnap","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-231","DEMO TEST Service Tech 231","Drew Reed","tech","Service Tech","3","21+ years","35","4","2","iPhone","good","none","English","manufacturer manuals","2-5","prepare a senior-tech packet","true","true","51.8","92.6","84","85.6","92.8","91.7","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-232","DEMO TEST Service Tech 232","Alex Johnson","tech","Service Tech","3","11-20 years","16","5","2","iPhone","offline-first","screen reader","English","Google search","6-20","calculate a field dose","true","false","72.3","82.1","86.7","69.8","77.1","67.6","","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. I needed a clearer next best action.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-233","DEMO TEST Service Tech 233","Cameron Miller","tech","Service Tech","3","0-1 years","0","3","4","iPhone","good","limited dexterity","English","CRM plus manuals","solo","prepare a senior-tech packet","true","true","67.7","72.5","80.2","81.3","88.2","87.7","some_secondary_controls_are_smaller_than_primary_field_actions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is some secondary controls are smaller than primary field actions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-234","DEMO TEST Service Tech 234","Morgan Diaz","tech","Service Tech","3","0-1 years","1","5","4","Android","good","limited dexterity","English","memory and photos","2-5","calculate a field dose","true","true","58.5","89.3","73.5","78.7","90.6","88.6","some_secondary_controls_are_smaller_than_primary_field_actions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is some secondary controls are smaller than primary field actions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-235","DEMO TEST Service Tech 235","Jordan Garcia","tech","Service Tech","3","6-10 years","7","3","3","tablet or rugged device","good","screen reader","English/Spanish","texting a senior tech","solo","calculate a field dose","true","true","60.4","79.9","79.7","66.2","89.6","84.8","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-236","DEMO TEST Service Tech 236","Jamie Reed","tech","Service Tech","3","6-10 years","7","2","4","iPhone","spotty","none","English","Google search","6-20","prepare a senior-tech packet","true","true","67.4","73.2","80","70.1","88.3","84.9","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-237","DEMO TEST Service Tech 237","Drew Diaz","tech","Service Tech","3","2-5 years","5","2","4","tablet or rugged device","good","none","English/Spanish","paper notes","2-5","identify an equipment code","true","true","67.4","72.6","71.6","80.5","87","86.6","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-238","DEMO TEST Service Tech 238","Morgan Walker","tech","Service Tech","3","2-5 years","4","5","2","iPhone","spotty","screen reader","English","texting a senior tech","solo","save visit proof","true","true","71.6","82.4","80.8","72.3","90.3","86.8","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-239","DEMO TEST Service Tech 239","Taylor Reed","tech","Service Tech","3","2-5 years","2","4","1","iPhone","offline-first","none","English","CRM plus manuals","2-5","save visit proof","true","true","66.9","84.4","85.6","79.4","91.4","89.3","no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-240","DEMO TEST Service Tech 240","Jamie Miller","tech","Service Tech","3","2-5 years","2","4","4","tablet or rugged device","offline-first","low vision","Spanish-first","paper notes","2-5","prepare a senior-tech packet","false","false","84.9","69","67.4","74.4","71.6","65.1","dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-241","DEMO TEST Service Tech 241","Alex Brooks","tech","Service Tech","3","21+ years","31","5","3","tablet or rugged device","good","none","English/Spanish","manufacturer manuals","51+","identify an equipment code","true","true","64.9","86.6","89.6","74.3","92.5","88.7","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-242","DEMO TEST Service Tech 242","Casey Reed","tech","Service Tech","3","11-20 years","13","4","1","desktop","good","none","English","CRM plus manuals","21-50","avoid a wrong part order","true","true","62.7","89.4","91","66.3","93.2","87.2","role_opens_code_lookup_before_partsnap","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-243","DEMO TEST Service Tech 243","Alex Diaz","tech","Service Tech","3","2-5 years","3","3","3","iPhone","good","screen reader","English","Google search","solo","avoid a wrong part order","true","true","60.6","84.1","77.1","73","90.1","86.8","role_opens_code_lookup_before_partsnap","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-244","DEMO TEST Service Tech 244","Riley Garcia","tech","Service Tech","3","2-5 years","2","5","5","Android","spotty","low vision","English","paper notes","6-20","prepare a senior-tech packet","false","false","75.6","80.2","80.1","73.8","75.8","67.7","dense_small_supporting_copy|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-245","DEMO TEST Service Tech 245","Riley Johnson","tech","Service Tech","3","21+ years","21","4","5","Android","good","none","Spanish-first","texting a senior tech","21-50","avoid a wrong part order","true","true","76.4","83.6","73.3","81.1","89.4","88.4","role_opens_code_lookup_before_partsnap|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-246","DEMO TEST Service Tech 246","Jordan Walker","tech","Service Tech","3","11-20 years","18","1","3","iPhone","good","limited dexterity","English","texting a senior tech","21-50","avoid a wrong part order","false","false","70.2","76.1","72.4","80","73.8","67.9","role_opens_code_lookup_before_partsnap|some_secondary_controls_are_smaller_than_primary_field_actions","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-247","DEMO TEST Service Tech 247","Morgan Garcia","tech","Service Tech","3","21+ years","21","4","1","iPhone","good","none","English/Spanish","paper notes","51+","calculate a field dose","true","true","68.2","85.1","86.3","74.7","91.7","88.3","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-248","DEMO TEST Service Tech 248","Jordan Patel","tech","Service Tech","3","11-20 years","12","4","1","desktop","spotty","none","English","paper notes","2-5","save visit proof","true","true","42","92","86.6","74.1","93.1","89","no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-249","DEMO TEST Service Tech 249","Casey Walker","tech","Service Tech","3","6-10 years","8","1","4","iPhone","spotty","none","Spanish-first","Google search","solo","save visit proof","false","false","86.7","60.2","68.4","72.5","70","63.6","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-250","DEMO TEST Service Tech 250","Alex Walker","tech","Service Tech","3","11-20 years","17","2","5","iPhone","good","high cognitive load","English","memory and photos","21-50","prepare a senior-tech packet","true","true","74.9","73.3","65.5","71.7","86.2","83.9","too_many_tools_visible_after_role_choice","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-251","DEMO TEST Service Tech 251","Avery Diaz","tech","Service Tech","3","21+ years","24","1","1","Android","offline-first","high cognitive load","English","CRM plus manuals","2-5","calculate a field dose","true","false","72.3","66.7","68.5","79.4","71.3","66.2","too_many_tools_visible_after_role_choice","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-252","DEMO TEST Service Tech 252","Casey Reed","tech","Service Tech","3","0-1 years","1","2","2","Android","good","high cognitive load","English","texting a senior tech","solo","save visit proof","false","false","65.4","68.1","77.2","70.6","72.9","65","too_many_tools_visible_after_role_choice","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
